Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,Attend.,Capacity,Attendence
"Sun, Dec 31, 2017",7:00p,Dallas Mavericks,116,Oklahoma City Thunder,113,18203,18203,1.00
"Sun, Dec 31, 2017",8:00p,Philadelphia 76ers,123,Phoenix Suns,110,16983,18055,0.94
"Sun, Dec 31, 2017",7:00p,Memphis Grizzlies,114,Sacramento Kings,96,17583,17583,1.00
"Sun, Dec 31, 2017",3:30p,Chicago Bulls,110,Washington Wizards,114,20356,20356,1.00
"Mon, Jan 1, 2018",7:30p,Orlando Magic,95,Brooklyn Nets,98,16164,17732,0.91
"Mon, Jan 1, 2018",8:00p,Portland Trail Blazers,124,Chicago Bulls,120,20860,22983,0.91
"Mon, Jan 1, 2018",8:00p,Los Angeles Lakers,96,Minnesota Timberwolves,114,18978,18978,1.00
"Mon, Jan 1, 2018",7:30p,Milwaukee Bucks,127,Toronto Raptors,131,19800,20131,0.98
"Tue, Jan 2, 2018",7:00p,Portland Trail Blazers,110,Cleveland Cavaliers,127,20562,20562,1.00
"Tue, Jan 2, 2018",10:30p,Memphis Grizzlies,105,Los Angeles Clippers,113,15711,19430,0.81
"Tue, Jan 2, 2018",7:30p,San Antonio Spurs,100,New York Knicks,91,19812,19812,1.00
"Tue, Jan 2, 2018",9:00p,Atlanta Hawks,103,Phoenix Suns,104,15921,18055,0.88
"Tue, Jan 2, 2018",10:00p,Charlotte Hornets,131,Sacramento Kings,111,17583,17583,1.00
"Wed, Jan 3, 2018",8:00p,Cleveland Cavaliers,88,Boston Celtics,102,18624,18624,1.00
"Wed, Jan 3, 2018",7:30p,Minnesota Timberwolves,97,Brooklyn Nets,98,16215,17732,0.91
"Wed, Jan 3, 2018",8:00p,Toronto Raptors,124,Chicago Bulls,115,20056,22983,0.87
"Wed, Jan 3, 2018",8:30p,Golden State Warriors,125,Dallas Mavericks,122,20212,20394,0.99
"Wed, Jan 3, 2018",9:00p,Phoenix Suns,111,Denver Nuggets,134,14079,20103,0.70
"Wed, Jan 3, 2018",10:30p,Oklahoma City Thunder,133,Los Angeles Lakers,96,18997,18997,1.00
"Wed, Jan 3, 2018",7:30p,Detroit Pistons,104,Miami Heat,111,19600,20093,0.98
"Wed, Jan 3, 2018",8:00p,Indiana Pacers,101,Milwaukee Bucks,122,15613,18717,0.83
"Wed, Jan 3, 2018",7:00p,Houston Rockets,116,Orlando Magic,98,18588,19171,0.97
"Wed, Jan 3, 2018",7:00p,San Antonio Spurs,106,Philadelphia 76ers,112,20642,20848,0.99
"Wed, Jan 3, 2018",9:00p,New Orleans Pelicans,108,Utah Jazz,98,18306,18306,1.00
"Wed, Jan 3, 2018",7:00p,New York Knicks,103,Washington Wizards,121,17206,20356,0.85
"Thu, Jan 4, 2018",8:00p,Golden State Warriors,124,Houston Rockets,114,18055,18476,0.98
"Thu, Jan 4, 2018",10:30p,Oklahoma City Thunder,127,Los Angeles Clippers,117,19068,19430,0.98
"Fri, Jan 5, 2018",7:00p,Minnesota Timberwolves,84,Boston Celtics,91,18624,18624,1.00
"Fri, Jan 5, 2018",8:30p,Chicago Bulls,127,Dallas Mavericks,124,20073,20394,0.98
"Fri, Jan 5, 2018",9:00p,Utah Jazz,91,Denver Nuggets,99,15557,20103,0.77
"Fri, Jan 5, 2018",10:30p,Charlotte Hornets,108,Los Angeles Lakers,94,18997,18997,1.00
"Fri, Jan 5, 2018",9:30p,Washington Wizards,102,Memphis Grizzlies,100,16988,18119,0.94
"Fri, Jan 5, 2018",8:00p,New York Knicks,103,Miami Heat,107,19600,20093,0.98
"Fri, Jan 5, 2018",8:00p,Toronto Raptors,129,Milwaukee Bucks,110,18717,18717,1.00
"Fri, Jan 5, 2018",7:00p,Detroit Pistons,78,Philadelphia 76ers,114,20592,20848,0.99
"Fri, Jan 5, 2018",10:00p,Atlanta Hawks,89,Portland Trail Blazers,110,19393,20186,0.96
"Fri, Jan 5, 2018",8:30p,Phoenix Suns,89,San Antonio Spurs,103,18501,18935,0.98
"Sat, Jan 6, 2018",6:00p,Boston Celtics,87,Brooklyn Nets,85,17732,17732,1.00
"Sat, Jan 6, 2018",7:00p,Houston Rockets,101,Detroit Pistons,108,18046,20491,0.88
"Sat, Jan 6, 2018",7:00p,Chicago Bulls,86,Indiana Pacers,125,17923,17923,1.00
"Sat, Jan 6, 2018",3:30p,Golden State Warriors,121,Los Angeles Clippers,105,19068,19430,0.98
"Sat, Jan 6, 2018",9:00p,New Orleans Pelicans,98,Minnesota Timberwolves,116,18978,18978,1.00
"Sat, Jan 6, 2018",7:00p,Cleveland Cavaliers,131,Orlando Magic,127,18997,19171,0.99
"Sat, Jan 6, 2018",10:00p,Denver Nuggets,98,Sacramento Kings,106,17583,17583,1.00
"Sat, Jan 6, 2018",8:00p,Milwaukee Bucks,110,Washington Wizards,103,18762,20356,0.92
"Sun, Jan 7, 2018",7:00p,New York Knicks,100,Dallas Mavericks,96,20171,20394,0.99
"Sun, Jan 7, 2018",9:30p,Atlanta Hawks,113,Los Angeles Lakers,132,18997,18997,1.00
"Sun, Jan 7, 2018",3:30p,Utah Jazz,102,Miami Heat,103,19600,20093,0.98
"Sun, Jan 7, 2018",8:00p,Oklahoma City Thunder,100,Phoenix Suns,114,18055,18055,1.00
"Sun, Jan 7, 2018",9:00p,San Antonio Spurs,110,Portland Trail Blazers,111,19393,20186,0.96
"Mon, Jan 8, 2018",7:30p,Toronto Raptors,114,Brooklyn Nets,113,13681,17732,0.77
"Mon, Jan 8, 2018",8:00p,Houston Rockets,116,Chicago Bulls,107,17462,22983,0.76
"Mon, Jan 8, 2018",10:30p,Denver Nuggets,114,Golden State Warriors,124,19596,19596,1.00
"Mon, Jan 8, 2018",7:00p,Milwaukee Bucks,96,Indiana Pacers,109,14670,17923,0.82
"Mon, Jan 8, 2018",10:30p,Atlanta Hawks,107,Los Angeles Clippers,108,14624,19430,0.75
"Mon, Jan 8, 2018",8:00p,Cleveland Cavaliers,99,Minnesota Timberwolves,127,18978,18978,1.00
"Mon, Jan 8, 2018",8:00p,Detroit Pistons,109,New Orleans Pelicans,112,12874,18573,0.69
"Mon, Jan 8, 2018",10:00p,San Antonio Spurs,107,Sacramento Kings,100,17583,17583,1.00
"Tue, Jan 9, 2018",8:30p,Orlando Magic,99,Dallas Mavericks,114,19306,20394,0.95
"Tue, Jan 9, 2018",10:30p,Sacramento Kings,86,Los Angeles Lakers,99,18997,18997,1.00
"Tue, Jan 9, 2018",8:00p,Portland Trail Blazers,117,Oklahoma City Thunder,106,18203,18203,1.00
"Tue, Jan 9, 2018",7:30p,Miami Heat,90,Toronto Raptors,89,19800,20131,0.98
"Wed, Jan 10, 2018",7:30p,Detroit Pistons,114,Brooklyn Nets,80,13457,17732,0.76
"Wed, Jan 10, 2018",7:00p,Dallas Mavericks,115,Charlotte Hornets,111,14462,19624,0.74
"Wed, Jan 10, 2018",9:00p,Atlanta Hawks,110,Denver Nuggets,97,14182,20103,0.71
"Wed, Jan 10, 2018",10:30p,Los Angeles Clippers,125,Golden State Warriors,106,19596,19596,1.00
"Wed, Jan 10, 2018",8:00p,Portland Trail Blazers,112,Houston Rockets,121,18055,18476,0.98
"Wed, Jan 10, 2018",7:00p,Miami Heat,114,Indiana Pacers,106,14540,17923,0.81
"Wed, Jan 10, 2018",8:00p,New Orleans Pelicans,102,Memphis Grizzlies,105,14312,18119,0.79
"Wed, Jan 10, 2018",8:00p,Orlando Magic,103,Milwaukee Bucks,110,14543,18717,0.78
"Wed, Jan 10, 2018",8:00p,Oklahoma City Thunder,88,Minnesota Timberwolves,104,18978,18978,1.00
"Wed, Jan 10, 2018",7:30p,Chicago Bulls,122,New York Knicks,119,19812,19812,1.00
"Wed, Jan 10, 2018",7:00p,Utah Jazz,107,Washington Wizards,104,15640,20356,0.77
"Thu, Jan 11, 2018",10:30p,San Antonio Spurs,81,Los Angeles Lakers,93,18997,18997,1.00
"Thu, Jan 11, 2018",10:00p,Los Angeles Clippers,121,Sacramento Kings,115,17583,17583,1.00
"Thu, Jan 11, 2018",8:00p,Cleveland Cavaliers,99,Toronto Raptors,133,19923,20131,0.99
"Fri, Jan 12, 2018",7:30p,Brooklyn Nets,110,Atlanta Hawks,105,13093,16739,0.78
"Fri, Jan 12, 2018",7:00p,Utah Jazz,88,Charlotte Hornets,99,14848,19624,0.76
"Fri, Jan 12, 2018",9:00p,Memphis Grizzlies,78,Denver Nuggets,87,15607,20103,0.78
"Fri, Jan 12, 2018",7:00p,Cleveland Cavaliers,95,Indiana Pacers,97,17923,17923,1.00
"Fri, Jan 12, 2018",8:00p,Golden State Warriors,108,Milwaukee Bucks,94,18717,18717,1.00
"Fri, Jan 12, 2018",8:00p,New York Knicks,108,Minnesota Timberwolves,118,18978,18978,1.00
"Fri, Jan 12, 2018",8:00p,Portland Trail Blazers,113,New Orleans Pelicans,119,17003,18573,0.92
"Fri, Jan 12, 2018",10:30p,Houston Rockets,112,Phoenix Suns,95,18055,18055,1.00
"Fri, Jan 12, 2018",7:00p,Orlando Magic,119,Washington Wizards,125,18171,20356,0.89
"Sat, Jan 13, 2018",8:00p,Detroit Pistons,105,Chicago Bulls,107,21613,22983,0.94
"Sat, Jan 13, 2018",5:00p,Oklahoma City Thunder,101,Charlotte Hornets,91,19624,19624,1.00
"Sat, Jan 13, 2018",2:00p,Los Angeles Lakers,107,Dallas Mavericks,101,20209,20394,0.99
"Sat, Jan 13, 2018",3:30p,Sacramento Kings,105,Los Angeles Clippers,126,16656,19430,0.86
"Sat, Jan 13, 2018",8:30p,Denver Nuggets,80,San Antonio Spurs,112,18418,18935,0.97
"Sat, Jan 13, 2018",7:30p,Golden State Warriors,127,Toronto Raptors,125,20078,20131,1.00
"Sat, Jan 13, 2018",7:00p,Brooklyn Nets,113,Washington Wizards,119,18354,20356,0.90
"Sun, Jan 14, 2018",1:00p,Milwaukee Bucks,79,Miami Heat,97,19600,20093,0.98
"Sun, Jan 14, 2018",9:00p,Portland Trail Blazers,103,Minnesota Timberwolves,120,14739,18978,0.78
"Sun, Jan 14, 2018",3:30p,New Orleans Pelicans,123,New York Knicks,118,19812,19812,1.00
"Sun, Jan 14, 2018",8:00p,Indiana Pacers,120,Phoenix Suns,97,17091,18055,0.95
"Mon, Jan 15, 2018",3:00p,San Antonio Spurs,99,Atlanta Hawks,102,15806,16739,0.94
"Mon, Jan 15, 2018",3:00p,New York Knicks,119,Brooklyn Nets,104,17732,17732,1.00
"Mon, Jan 15, 2018",3:30p,Miami Heat,111,Chicago Bulls,119,20546,22983,0.89
"Mon, Jan 15, 2018",8:00p,Golden State Warriors,118,Cleveland Cavaliers,108,20562,20562,1.00
"Mon, Jan 15, 2018",12:30p,Charlotte Hornets,118,Detroit Pistons,107,17200,20491,0.84
"Mon, Jan 15, 2018",10:30p,Houston Rockets,102,Los Angeles Clippers,113,17622,19430,0.91
"Mon, Jan 15, 2018",5:30p,Los Angeles Lakers,114,Memphis Grizzlies,123,17794,18119,0.98
"Mon, Jan 15, 2018",8:00p,Sacramento Kings,88,Oklahoma City Thunder,95,18203,18203,1.00
"Mon, Jan 15, 2018",1:00p,Toronto Raptors,111,Philadelphia 76ers,117,20637,20848,0.99
"Mon, Jan 15, 2018",9:00p,Indiana Pacers,109,Utah Jazz,94,18306,18306,1.00
"Mon, Jan 15, 2018",2:00p,Milwaukee Bucks,104,Washington Wizards,95,19607,20356,0.96
"Tue, Jan 16, 2018",7:30p,New Orleans Pelicans,116,Boston Celtics,113,18624,18624,1.00
"Tue, Jan 16, 2018",9:00p,Dallas Mavericks,102,Denver Nuggets,105,14097,20103,0.70
"Tue, Jan 16, 2018",7:00p,Minnesota Timberwolves,102,Orlando Magic,108,18589,19171,0.97
"Tue, Jan 16, 2018",10:00p,Phoenix Suns,111,Portland Trail Blazers,118,18604,20186,0.92
"Wed, Jan 17, 2018",7:30p,New Orleans Pelicans,93,Atlanta Hawks,94,10894,16739,0.65
"Wed, Jan 17, 2018",7:30p,San Antonio Spurs,100,Brooklyn Nets,95,15425,17732,0.87
"Wed, Jan 17, 2018",8:00p,Golden State Warriors,119,Chicago Bulls,112,21372,22983,0.93
"Wed, Jan 17, 2018",7:00p,Washington Wizards,109,Charlotte Hornets,133,11528,19624,0.59
"Wed, Jan 17, 2018",10:30p,Denver Nuggets,104,Los Angeles Clippers,109,15043,19430,0.77
"Wed, Jan 17, 2018",8:00p,New York Knicks,99,Memphis Grizzlies,105,12885,18119,0.71
"Wed, Jan 17, 2018",8:00p,Miami Heat,106,Milwaukee Bucks,101,16695,18717,0.89
"Wed, Jan 17, 2018",8:00p,Los Angeles Lakers,90,Oklahoma City Thunder,114,18203,18203,1.00
"Wed, Jan 17, 2018",10:00p,Utah Jazz,120,Sacramento Kings,105,17583,17583,1.00
"Wed, Jan 17, 2018",7:30p,Detroit Pistons,91,Toronto Raptors,96,19800,20131,0.98
"Thu, Jan 18, 2018",7:00p,Philadelphia 76ers,89,Boston Celtics,80,18624,18624,1.00
"Thu, Jan 18, 2018",7:00p,Orlando Magic,103,Cleveland Cavaliers,104,20562,20562,1.00
"Thu, Jan 18, 2018",9:30p,Minnesota Timberwolves,98,Houston Rockets,116,18055,18476,0.98
"Thu, Jan 18, 2018",10:00p,Indiana Pacers,86,Portland Trail Blazers,100,19071,20186,0.94
"Fri, Jan 19, 2018",7:30p,Miami Heat,95,Brooklyn Nets,101,17732,17732,1.00
"Fri, Jan 19, 2018",9:00p,Phoenix Suns,108,Denver Nuggets,100,15732,20103,0.78
"Fri, Jan 19, 2018",8:00p,Washington Wizards,122,Detroit Pistons,112,14744,20491,0.72
"Fri, Jan 19, 2018",10:30p,Indiana Pacers,86,Los Angeles Lakers,99,18997,18997,1.00
"Fri, Jan 19, 2018",8:00p,Sacramento Kings,88,Memphis Grizzlies,106,16831,18119,0.93
"Fri, Jan 19, 2018",7:00p,San Antonio Spurs,83,Toronto Raptors,86,19800,20131,0.98
"Fri, Jan 19, 2018",10:30p,New York Knicks,117,Utah Jazz,115,18306,18306,1.00
"Sat, Jan 20, 2018",5:00p,Chicago Bulls,113,Atlanta Hawks,97,15597,16739,0.93
"Sat, Jan 20, 2018",7:00p,Miami Heat,106,Charlotte Hornets,105,18687,19624,0.95
"Sat, Jan 20, 2018",3:30p,Oklahoma City Thunder,148,Cleveland Cavaliers,124,20562,20562,1.00
"Sat, Jan 20, 2018",8:30p,Golden State Warriors,108,Houston Rockets,116,18055,18476,0.98
"Sat, Jan 20, 2018",9:00p,Toronto Raptors,109,Minnesota Timberwolves,115,17828,18978,0.94
"Sat, Jan 20, 2018",7:00p,Memphis Grizzlies,104,New Orleans Pelicans,111,18212,18573,0.98
"Sat, Jan 20, 2018",7:30p,Milwaukee Bucks,94,Philadelphia 76ers,116,20826,20848,1.00
"Sat, Jan 20, 2018",10:00p,Dallas Mavericks,108,Portland Trail Blazers,117,19464,20186,0.96
"Sat, Jan 20, 2018",9:00p,Los Angeles Clippers,113,Utah Jazz,125,18306,18306,1.00
"Sun, Jan 21, 2018",1:00p,Orlando Magic,103,Boston Celtics,95,18624,18624,1.00
"Sun, Jan 21, 2018",4:00p,Brooklyn Nets,101,Detroit Pistons,100,17554,20491,0.86
"Sun, Jan 21, 2018",3:30p,New York Knicks,107,Los Angeles Lakers,127,18997,18997,1.00
"Sun, Jan 21, 2018",7:00p,Indiana Pacers,94,San Antonio Spurs,86,18418,18935,0.97
"Mon, Jan 22, 2018",7:30p,Utah Jazz,90,Atlanta Hawks,104,11096,16739,0.66
"Mon, Jan 22, 2018",7:00p,Sacramento Kings,107,Charlotte Hornets,112,11806,19624,0.60
"Mon, Jan 22, 2018",8:30p,Washington Wizards,75,Dallas Mavericks,98,19328,20394,0.95
"Mon, Jan 22, 2018",9:00p,Portland Trail Blazers,101,Denver Nuggets,104,14474,20103,0.72
"Mon, Jan 22, 2018",8:00p,Miami Heat,90,Houston Rockets,99,18055,18476,0.98
"Mon, Jan 22, 2018",10:30p,Minnesota Timberwolves,126,Los Angeles Clippers,118,16347,19430,0.84
"Mon, Jan 22, 2018",8:00p,Philadelphia 76ers,101,Memphis Grizzlies,105,14288,18119,0.79
"Mon, Jan 22, 2018",8:00p,Phoenix Suns,105,Milwaukee Bucks,109,14766,18717,0.79
"Mon, Jan 22, 2018",8:00p,Chicago Bulls,128,New Orleans Pelicans,132,17101,18573,0.92
"Tue, Jan 23, 2018",10:30p,New York Knicks,112,Golden State Warriors,123,19596,19596,1.00
"Tue, Jan 23, 2018",10:30p,Boston Celtics,107,Los Angeles Lakers,108,18997,18997,1.00
"Tue, Jan 23, 2018",8:00p,Brooklyn Nets,108,Oklahoma City Thunder,109,18203,18203,1.00
"Tue, Jan 23, 2018",7:00p,Sacramento Kings,105,Orlando Magic,99,18846,19171,0.98
"Tue, Jan 23, 2018",8:00p,Cleveland Cavaliers,102,San Antonio Spurs,114,18418,18935,0.97
"Wed, Jan 24, 2018",7:30p,Toronto Raptors,108,Atlanta Hawks,93,12780,16739,0.76
"Wed, Jan 24, 2018",7:00p,New Orleans Pelicans,101,Charlotte Hornets,96,14588,19624,0.74
"Wed, Jan 24, 2018",8:00p,Houston Rockets,104,Dallas Mavericks,97,19378,20394,0.95
"Wed, Jan 24, 2018",7:00p,Utah Jazz,98,Detroit Pistons,95,15682,20491,0.77
"Wed, Jan 24, 2018",7:00p,Phoenix Suns,101,Indiana Pacers,116,14060,17923,0.78
"Wed, Jan 24, 2018",10:30p,Boston Celtics,113,Los Angeles Clippers,102,19430,19430,1.00
"Wed, Jan 24, 2018",8:00p,San Antonio Spurs,108,Memphis Grizzlies,85,15812,18119,0.87
"Wed, Jan 24, 2018",7:00p,Chicago Bulls,101,Philadelphia 76ers,115,20547,20848,0.99
"Wed, Jan 24, 2018",10:00p,Minnesota Timberwolves,114,Portland Trail Blazers,123,18920,20186,0.94
"Thu, Jan 25, 2018",9:00p,New York Knicks,118,Denver Nuggets,130,15482,20103,0.77
"Thu, Jan 25, 2018",10:30p,Minnesota Timberwolves,113,Golden State Warriors,126,19596,19596,1.00
"Thu, Jan 25, 2018",7:30p,Sacramento Kings,89,Miami Heat,88,19600,20093,0.98
"Thu, Jan 25, 2018",8:00p,Washington Wizards,112,Oklahoma City Thunder,121,18203,18203,1.00
"Fri, Jan 26, 2018",8:00p,Los Angeles Lakers,108,Chicago Bulls,103,21827,22983,0.95
"Fri, Jan 26, 2018",7:00p,Atlanta Hawks,110,Charlotte Hornets,121,15479,19624,0.79
"Fri, Jan 26, 2018",7:30p,Indiana Pacers,108,Cleveland Cavaliers,115,20562,20562,1.00
"Fri, Jan 26, 2018",8:30p,Portland Trail Blazers,107,Dallas Mavericks,93,19876,20394,0.97
"Fri, Jan 26, 2018",8:00p,Los Angeles Clippers,109,Memphis Grizzlies,100,16369,18119,0.90
"Fri, Jan 26, 2018",8:00p,Brooklyn Nets,91,Milwaukee Bucks,116,18717,18717,1.00
"Fri, Jan 26, 2018",8:00p,Houston Rockets,113,New Orleans Pelicans,115,17186,18573,0.93
"Fri, Jan 26, 2018",9:00p,New York Knicks,107,Phoenix Suns,85,17068,18055,0.95
"Fri, Jan 26, 2018",8:30p,Philadelphia 76ers,97,San Antonio Spurs,78,18418,18935,0.97
"Fri, Jan 26, 2018",7:30p,Utah Jazz,97,Toronto Raptors,93,19800,20131,0.98
"Sat, Jan 27, 2018",7:30p,Washington Wizards,129,Atlanta Hawks,104,15843,16739,0.95
"Sat, Jan 27, 2018",9:00p,Dallas Mavericks,89,Denver Nuggets,91,19520,20103,0.97
"Sat, Jan 27, 2018",5:00p,Oklahoma City Thunder,121,Detroit Pistons,108,20491,20491,1.00
"Sat, Jan 27, 2018",8:30p,Boston Celtics,105,Golden State Warriors,109,19596,19596,1.00
"Sat, Jan 27, 2018",7:00p,Orlando Magic,112,Indiana Pacers,114,17923,17923,1.00
"Sat, Jan 27, 2018",7:30p,Charlotte Hornets,91,Miami Heat,95,19600,20093,0.98
"Sat, Jan 27, 2018",9:00p,Brooklyn Nets,97,Minnesota Timberwolves,111,16231,18978,0.86
"Sun, Jan 28, 2018",3:30p,Milwaukee Bucks,110,Chicago Bulls,96,21630,22983,0.94
"Sun, Jan 28, 2018",6:00p,Detroit Pistons,104,Cleveland Cavaliers,121,20562,20562,1.00
"Sun, Jan 28, 2018",3:30p,Phoenix Suns,102,Houston Rockets,113,18055,18476,0.98
"Sun, Jan 28, 2018",4:00p,Los Angeles Clippers,112,New Orleans Pelicans,103,16378,18573,0.88
"Sun, Jan 28, 2018",6:00p,Philadelphia 76ers,112,Oklahoma City Thunder,122,18202,18203,1.00
"Sun, Jan 28, 2018",7:00p,Sacramento Kings,98,San Antonio Spurs,113,18418,18935,0.97
"Sun, Jan 28, 2018",6:00p,Los Angeles Lakers,111,Toronto Raptors,123,19800,20131,0.98
"Mon, Jan 29, 2018",7:30p,Minnesota Timberwolves,100,Atlanta Hawks,105,12589,16739,0.75
"Mon, Jan 29, 2018",8:30p,Miami Heat,95,Dallas Mavericks,88,19555,20394,0.96
"Mon, Jan 29, 2018",9:00p,Boston Celtics,111,Denver Nuggets,110,19520,20103,0.97
"Mon, Jan 29, 2018",7:00p,Charlotte Hornets,96,Indiana Pacers,105,14225,17923,0.79
"Mon, Jan 29, 2018",8:00p,Phoenix Suns,109,Memphis Grizzlies,120,13202,18119,0.73
"Mon, Jan 29, 2018",8:00p,Philadelphia 76ers,95,Milwaukee Bucks,107,14126,18717,0.75
"Tue, Jan 30, 2018",8:00p,Cleveland Cavaliers,114,Detroit Pistons,125,18508,20491,0.90
"Tue, Jan 30, 2018",8:00p,Orlando Magic,107,Houston Rockets,114,18055,18476,0.98
"Tue, Jan 30, 2018",10:30p,Portland Trail Blazers,104,Los Angeles Clippers,96,16705,19430,0.86
"Tue, Jan 30, 2018",8:00p,Sacramento Kings,114,New Orleans Pelicans,103,14292,18573,0.77
"Tue, Jan 30, 2018",7:30p,Brooklyn Nets,95,New York Knicks,111,19505,19812,0.98
"Tue, Jan 30, 2018",8:30p,Denver Nuggets,104,San Antonio Spurs,106,18418,18935,0.97
"Tue, Jan 30, 2018",7:30p,Minnesota Timberwolves,104,Toronto Raptors,109,19800,20131,0.98
"Tue, Jan 30, 2018",9:00p,Golden State Warriors,99,Utah Jazz,129,18306,18306,1.00
"Tue, Jan 30, 2018",7:00p,Oklahoma City Thunder,96,Washington Wizards,102,20356,20356,1.00
"Wed, Jan 31, 2018",7:30p,Charlotte Hornets,123,Atlanta Hawks,110,13103,16739,0.78
"Wed, Jan 31, 2018",8:00p,New York Knicks,73,Boston Celtics,103,18624,18624,1.00
"Wed, Jan 31, 2018",7:30p,Philadelphia 76ers,108,Brooklyn Nets,116,15577,17732,0.88
"Wed, Jan 31, 2018",7:30p,Miami Heat,89,Cleveland Cavaliers,91,20562,20562,1.00
"Wed, Jan 31, 2018",7:00p,Memphis Grizzlies,101,Indiana Pacers,105,15093,17923,0.84
"Wed, Jan 31, 2018",7:00p,Los Angeles Lakers,105,Orlando Magic,127,18553,19171,0.97
"Wed, Jan 31, 2018",10:30p,Dallas Mavericks,88,Phoenix Suns,102,15923,18055,0.88
"Wed, Jan 31, 2018",10:00p,Chicago Bulls,108,Portland Trail Blazers,124,19422,20186,0.96
"Thu, Feb 1, 2018",10:30p,Oklahoma City Thunder,124,Denver Nuggets,127,18407,20103,0.92
"Thu, Feb 1, 2018",7:00p,Memphis Grizzlies,102,Detroit Pistons,104,17481,20491,0.85
"Thu, Feb 1, 2018",8:00p,Milwaukee Bucks,89,Minnesota Timberwolves,108,17199,18978,0.91
"Thu, Feb 1, 2018",8:00p,Houston Rockets,102,San Antonio Spurs,91,18418,18935,0.97
"Thu, Feb 1, 2018",7:00p,Toronto Raptors,119,Washington Wizards,122,15599,20356,0.77
"Fri, Feb 2, 2018",7:30p,Atlanta Hawks,110,Boston Celtics,119,18624,18624,1.00
"Fri, Feb 2, 2018",7:30p,Los Angeles Lakers,102,Brooklyn Nets,99,17732,17732,1.00
"Fri, Feb 2, 2018",7:00p,Indiana Pacers,126,Charlotte Hornets,133,17135,19624,0.87
"Fri, Feb 2, 2018",8:00p,New York Knicks,90,Milwaukee Bucks,92,18717,18717,1.00
"Fri, Feb 2, 2018",9:00p,New Orleans Pelicans,114,Oklahoma City Thunder,100,18203,18203,1.00
"Fri, Feb 2, 2018",8:00p,Miami Heat,97,Philadelphia 76ers,103,20636,20848,0.99
"Fri, Feb 2, 2018",9:00p,Utah Jazz,129,Phoenix Suns,97,16560,18055,0.92
"Fri, Feb 2, 2018",10:30p,Golden State Warriors,119,Sacramento Kings,104,17583,17583,1.00
"Fri, Feb 2, 2018",7:30p,Portland Trail Blazers,105,Toronto Raptors,130,19800,20131,0.98
"Sat, Feb 3, 2018",8:30p,Houston Rockets,120,Cleveland Cavaliers,88,20562,20562,1.00
"Sat, Feb 3, 2018",9:00p,Golden State Warriors,108,Denver Nuggets,115,20103,20103,1.00
"Sat, Feb 3, 2018",7:00p,Miami Heat,107,Detroit Pistons,111,18747,20491,0.91
"Sat, Feb 3, 2018",7:00p,Philadelphia 76ers,92,Indiana Pacers,100,17923,17923,1.00
"Sat, Feb 3, 2018",3:30p,Chicago Bulls,103,Los Angeles Clippers,113,19068,19430,0.98
"Sat, Feb 3, 2018",9:00p,New Orleans Pelicans,107,Minnesota Timberwolves,118,17954,18978,0.95
"Sat, Feb 3, 2018",7:00p,Washington Wizards,115,Orlando Magic,98,18846,19171,0.98
"Sat, Feb 3, 2018",10:00p,Dallas Mavericks,106,Sacramento Kings,99,17583,17583,1.00
"Sat, Feb 3, 2018",9:00p,Utah Jazz,120,San Antonio Spurs,111,18418,18935,0.97
"Sun, Feb 4, 2018",12:00p,Portland Trail Blazers,96,Boston Celtics,97,18624,18624,1.00
"Sun, Feb 4, 2018",12:00p,Milwaukee Bucks,109,Brooklyn Nets,94,14392,17732,0.81
"Sun, Feb 4, 2018",12:00p,Atlanta Hawks,99,New York Knicks,96,19441,19812,0.98
"Sun, Feb 4, 2018",2:00p,Los Angeles Lakers,108,Oklahoma City Thunder,104,18203,18203,1.00
"Sun, Feb 4, 2018",3:00p,Charlotte Hornets,115,Phoenix Suns,110,14487,18055,0.80
"Sun, Feb 4, 2018",12:00p,Memphis Grizzlies,86,Toronto Raptors,101,19800,20131,0.98
"Mon, Feb 5, 2018",9:00p,Charlotte Hornets,104,Denver Nuggets,121,14410,20103,0.72
"Mon, Feb 5, 2018",7:00p,Portland Trail Blazers,91,Detroit Pistons,111,13810,20491,0.67
"Mon, Feb 5, 2018",7:00p,Washington Wizards,111,Indiana Pacers,102,13169,17923,0.73
"Mon, Feb 5, 2018",10:30p,Dallas Mavericks,101,Los Angeles Clippers,104,15127,19430,0.78
"Mon, Feb 5, 2018",7:30p,Orlando Magic,111,Miami Heat,109,19600,20093,0.98
"Mon, Feb 5, 2018",8:00p,Utah Jazz,133,New Orleans Pelicans,109,14293,18573,0.77
"Mon, Feb 5, 2018",10:00p,Chicago Bulls,98,Sacramento Kings,104,17583,17583,1.00
"Tue, Feb 6, 2018",7:30p,Memphis Grizzlies,82,Atlanta Hawks,108,11866,16739,0.71
"Tue, Feb 6, 2018",7:30p,Houston Rockets,123,Brooklyn Nets,113,15064,17732,0.85
"Tue, Feb 6, 2018",10:30p,Oklahoma City Thunder,125,Golden State Warriors,105,19596,19596,1.00
"Tue, Feb 6, 2018",10:30p,Phoenix Suns,93,Los Angeles Lakers,112,18997,18997,1.00
"Tue, Feb 6, 2018",7:30p,Milwaukee Bucks,103,New York Knicks,89,19812,19812,1.00
"Tue, Feb 6, 2018",7:00p,Cleveland Cavaliers,98,Orlando Magic,116,18846,19171,0.98
